key,start,end,xlsx_col3,xlsx_col9,xlsx_col11,xlsx_a,xlsx_b,xlsx_col16,xlsx_col10,xlsx_col12,xlsx_string,record,start_dom_top_1,start_dom_top_2,start_dom_top_3,start_dom_top_4,start_dom_top_5,end_dom_top_1,end_dom_top_2,end_dom_top_3,end_dom_top_4,end_dom_top_5,start_non_top_1,start_non_top_2,start_non_top_3,start_non_top_4,start_non_top_5,end_non_top_1,end_non_top_2,end_non_top_3,end_non_top_4,end_non_top_5
sign_335901,1,7,#SO,S,O,4073.0,4079.0,22.0,,,7-Social-Msg.mov,57,S,1,A,10,Y,flat-O,O,Y,M,tight-C_2,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_335901,15,41,VARY,bent-1,bent-1,4087.0,4113.0,22.0,bent-1,bent-1,7-Social-Msg.mov,57,T,1,N,X,bent-1,1,S,A,10,flat-O,5,bent-B-L,F,crvd-5,C,5,F,bent-B-L,Y,crvd-5
sign_335901,45,53,KIND,K,K,4117.0,4125.0,22.0,K,K,7-Social-Msg.mov,57,1,V,bent-1,tight-C_2,D,tight-C_2,V,5,B-L,1,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_335901,57,60,fs-OF,O,F,4129.0,4132.0,22.0,,,7-Social-Msg.mov,57,flat-O,1,O,S,fanned-flat-O,F,tight-C_2,fanned-flat-O,M,flat-O,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,C
sign_335901,76,83,THING,B-L,B-L,4148.0,4155.0,22.0,B-L,B-L,7-Social-Msg.mov,57,crvd-5,5,B-L,crvd-B,bent-B,B-L,crvd-B,10,5-C-L,L,5,bent-B-L,F,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_352852,36,38,POSS-1p,5,5,11025.0,11027.0,54.0,,,4-Deaf-Speech.mov,58,5,B-L,L,crvd-5,25,5,crvd-5,B-L,25,5-C,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_352852,45,51,COUGH,S,S,11034.0,11040.0,54.0,,,4-Deaf-Speech.mov,58,S,1,Y,flat-O,10,S,A,Y,10,I,bent-B-L,5,F,C,B-L,bent-B-L,5,F,C,bent-B
sign_352852,82,90,MESSED-UP,crvd-5,crvd-5,11071.0,11079.0,54.0,crvd-5,crvd-5,4-Deaf-Speech.mov,58,crvd-5,5,F,B-L,B,5,crvd-5,5-C,5-C-L,B-L,bent-B-L,5,F,crvd-5,5-C-L,5,F,bent-B-L,25,crvd-5
sign_352852,95,101,CLASS,C,crvd-5,11084.0,11090.0,54.0,C,crvd-5,4-Deaf-Speech.mov,58,C,crvd-5,5,5-C,open-F,5,crvd-5,B-L,crvd-sprd-B,Y,5,crvd-5,25,L-X,bent-B-L,5,F,bent-B-L,5-C-L,crvd-5
sign_352852,106,108,#SO,S,O,11095.0,11097.0,54.0,,,4-Deaf-Speech.mov,58,1,tight-C_2,S,crvd-5,O,flat-O,tight-C_2,O,S,fanned-flat-O,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,5-C-L,crvd-5
sign_352852,120,127,fs-TRY,T,Y,11109.0,11116.0,54.0,,,4-Deaf-Speech.mov,58,1,A,T,X,S,Y,I,tight-C_2,F,I-L-Y,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,5-C-L,crvd-5
sign_352852,132,133,POSS-1p,5,5,11121.0,11122.0,54.0,,,4-Deaf-Speech.mov,58,5,25,crvd-5,B-L,L,5,25,crvd-5,B-L,L,5,bent-B-L,F,crvd-5,5-C-L,bent-B-L,5,F,5-C-L,crvd-5
sign_352852,136,141,BETTER,5,bent-B-L,11125.0,11130.0,54.0,,,4-Deaf-Speech.mov,58,bent-B-L,S,bent-B,10,L,bent-B-L,bent-B,L,V,tight-C_2,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,F,5-C-L,crvd-5
sign_352852,152,153,TO/UNTIL,1,crvd-5,11141.0,11142.0,54.0,1,crvd-5,4-Deaf-Speech.mov,58,1,bent-1,flat-O,D,bent-B-L,flat-O,bent-B-L,bent-B,1,crvd-sprd-B,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,5-C-L
sign_352852,161,163,"5\reassure\""""",5,5,11150.0,11152.0,54.0,5,5,4-Deaf-Speech.mov,58,5,B-L,B,crvd-5,open-8,5,B-L,crvd-5,B,B-xd,F,5,crvd-5,bent-B-L,Y,F,5,crvd-5,bent-B-L,tight-C_2
sign_352852,172,185,LESS,B-L,B-L,11161.0,11174.0,54.0,B-L,B-L,4-Deaf-Speech.mov,58,5,B-L,crvd-5,F,C,5,B-L,crvd-5,5-C-L,B-xd,5,bent-B-L,F,crvd-5,5-C-L,bent-B-L,5,F,5-C-L,crvd-5
sign_376497,7,15,OFTEN,bent-B-L,bent-B-L,2758.0,2766.0,12.0,B-L,B-L,6-Control-of-sound-intro.mov,59,bent-B-L,bent-B,B-L,Y,1,B-L,bent-B-L,tight-C_2,F,5,5,F,bent-B-L,crvd-5,5-C-L,5,F,crvd-5,Y,L-X
sign_376497,23,25,NOT,10,10,2774.0,2776.0,12.0,,,6-Control-of-sound-intro.mov,59,1,10,Y,5,S,1,S,10,tight-C_2,Y,bent-B-L,5,F,C,5-C-L,bent-B-L,5,F,C,B-L
sign_376497,29,37,REASON,R,R,2780.0,2788.0,12.0,,,6-Control-of-sound-intro.mov,59,R,U-L,1,F,tight-C_2,R,tight-C_2,crvd-V,5,1,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,bent-B
sign_376497,43,47,A-LOT,crvd-5,crvd-5,2794.0,2798.0,12.0,crvd-5,crvd-5,6-Control-of-sound-intro.mov,59,tight-C_2,1,V,D,bent-1,5,crvd-5,crvd-sprd-B,W,4,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_376497,52,56,NOISE,5,5,2803.0,2807.0,12.0,5,5,6-Control-of-sound-intro.mov,59,5,B-L,crvd-5,crvd-sprd-B,25,5,F,B-L,crvd-sprd-B,crvd-5,5,bent-B-L,F,5-C-L,crvd-B,5,bent-B-L,F,5-C-L,C
sign_376497,66,77,MAKE,S,S,2817.0,2828.0,12.0,S,S,6-Control-of-sound-intro.mov,59,S,1,V,bent-1,bent-B-L,S,A,1,X,tight-C_2,5,bent-B-L,F,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,Y
sign_376497,87,90,#SO,S,O,2838.0,2841.0,12.0,,,6-Control-of-sound-intro.mov,59,S,A,1,bent-1,10,S,A,Y,10,B-L,5,bent-B-L,F,crvd-5,Y,5,bent-B-L,F,crvd-5,Y
sign_376497,96,99,NOT,10,10,2847.0,2850.0,12.0,,,6-Control-of-sound-intro.mov,59,10,1,S,A,Y,10,1,A,S,L,bent-B-L,5,F,crvd-5,Y,bent-B-L,5,F,crvd-5,C
sign_376497,106,109,ALSO,1,1,2857.0,2860.0,12.0,1,1,6-Control-of-sound-intro.mov,59,10,1,Y,A,bent-1,1,V,D,bent-1,X,5,F,bent-B-L,Y,crvd-5,5,F,bent-B-L,25,crvd-5
sign_376497,115,125,,,,,,,,,,59,5,4,crvd-5,C,fanned-flat-O,1,V,flat-O,bent-1,alt-P,5,F,bent-B-L,25,crvd-5,5,bent-B-L,F,crvd-5,Y
sign_376497,142,146,THINK,1,1,2893.0,2897.0,12.0,,,6-Control-of-sound-intro.mov,59,1,R,S,tight-C_2,U-L,1,R,S,U-L,I,bent-B-L,5,F,C,crvd-B,bent-B-L,5,F,C,crvd-B
sign_263335,11,18,WANT,5,5-C,7589.0,7596.0,40.0,5,5-C,2013-06-27_CB_0113-cam1-for-ss3.mp4,60,5,crvd-5,25,5-C,5-C-L,crvd-5,5,25,I-L-Y,B-L,5,F,5-C-L,Y,crvd-5,5,F,5-C-L,L-X,crvd-5
sign_263335,27,35,#VP,V,K,7605.0,7613.0,40.0,,,2013-06-27_CB_0113-cam1-for-ss3.mp4,60,B,B-L,1,3,5,V,tight-C_2,1,5,L,5,F,5-C-L,bent-B-L,L-X,5,bent-B-L,F,5-C-L,crvd-5
sign_263335,41,63,WHERE,1,1,7619.0,7641.0,40.0,,,2013-06-27_CB_0113-cam1-for-ss3.mp4,60,1,X,D,tight-C_2,V,1,D,X,tight-C_2,crvd-V,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,5-C-L
sign_242173,7,14,REMIND,crvd-B,crvd-B,3561.0,3568.0,17.0,,,2-Voice-Identity.mov,61,Y,bent-B-L,10,crvd-B,bent-B,bent-1,bent-B-L,1,tight-C_2,alt-P,bent-B-L,5,F,C,bent-B,bent-B-L,5,C,F,bent-B
sign_242173,20,27,LOOK,V,V,3574.0,3581.0,17.0,,,2-Voice-Identity.mov,61,1,tight-C_2,V,L,bent-1,tight-C_2,V,1,F,X,bent-B-L,5,C,F,bent-B,bent-B-L,5,F,C,bent-B
sign_242173,31,48,SHORT-HEIGHT,crvd-flat-B,crvd-flat-B,3585.0,3602.0,17.0,,,2-Voice-Identity.mov,61,5,V,crvd-5,F,tight-C_2,flat-O,tight-C_2,bent-B-L,Y,F,bent-B-L,5,F,C,bent-B,bent-B-L,5,F,C,bent-B
sign_242173,59,62,WAVE-HELLO,5,5,3613.0,3616.0,17.0,,,2-Voice-Identity.mov,61,5,B-L,B,4,F,F,5,4,crvd-5,C,bent-B-L,5,C,F,bent-B,bent-B-L,5,C,F,bent-B
sign_242173,71,75,MEET,1,1,3625.0,3629.0,17.0,1,1,2-Voice-Identity.mov,61,1,tight-C_2,D,bent-1,X,tight-C_2,1,V,bent-1,open-F,5,bent-B-L,F,crvd-5,25,5,F,bent-B-L,crvd-5,5-C-L
sign_242173,86,94,"5\surprised\""""",5,5,3640.0,3648.0,17.0,5,5,2-Voice-Identity.mov,61,B,5,F,V,crvd-5,5,B-L,crvd-5,B,B-xd,bent-B-L,5,C,F,bent-B,bent-B-L,5,F,C,crvd-5
sign_242173,103,109,VISUALIZE,S,crvd-5,3657.0,3663.0,17.0,S,crvd-5,2-Voice-Identity.mov,61,flat-O,Y,bent-B,bent-B-L,5,C,5,B-L,bent-B,crvd-5,5,F,crvd-5,Y,25,5,L-X,crvd-5,1,Y
sign_242173,115,139,"5\surprised\""""",5,5,3669.0,3693.0,17.0,5,5,2-Voice-Identity.mov,61,5,B-L,crvd-5,B,6,5,crvd-5,crvd-sprd-B,W,B-L,5,F,Y,L-X,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_242173,146,153,#WHAT,5,T,3700.0,3707.0,17.0,,,2-Voice-Identity.mov,61,5,crvd-5,crvd-sprd-B,W,4,X,T,tight-C_2,1,F,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_269750,6,14,FRIEND,X,1,625.0,633.0,4.0,1,1,2012-11-27_JM4_0093-cam1-for-ss3.mp4,62,1,X,D,flat-O,S,1,X,L,D,alt-P,5,F,bent-B-L,crvd-5,5-C-L,5,F,crvd-5,5-C-L,L-X
sign_269750,19,24,DEPART,crvd-5,S,638.0,643.0,4.0,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4,62,B-L,crvd-5,5,C,25,S,A,tight-C_2,X-over-thumb,1,5,F,bent-B-L,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,L-X
sign_269750,32,38,#WHEN,crvd-W,N,651.0,657.0,4.0,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4,62,1,crvd-W,tight-C_2,F,W,N,1,tight-C_2,X,S,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_269750,52,62,"5\uh\""""",5,L-X,671.0,681.0,4.0,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4,62,B-L,tight-C_2,1,5,A,L,flat-O,crvd-W,D,tight-C_2,bent-B-L,5,F,crvd-5,L-X,bent-B-L,5,F,crvd-5,C
sign_269750,68,77,TOMORROW,10,10,687.0,696.0,4.0,,,2012-11-27_JM4_0093-cam1-for-ss3.mp4,62,10,A,1,alt-G_bent-L,L,1,X,D,flat-O,S,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_295956,10,15,PARTY,K,K,4488.0,4493.0,25.0,K,K,2012-11-27_JM5_0094-cam1-for-ss3.mp4,63,1,tight-C_2,bent-1,D,V,tight-C_2,1,V,bent-1,D,5,F,5-C-L,crvd-5,bent-B-L,5,F,bent-B-L,L-X,5-C-L
sign_295956,23,30,START,1,1,4501.0,4508.0,25.0,5,5,2012-11-27_JM5_0094-cam1-for-ss3.mp4,63,1,tight-C_2,B-L,10,X,1,crvd-V,X,B-L,bent-1,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,L-X
sign_295956,43,48,#WHEN,crvd-W,N,4521.0,4526.0,25.0,,,2012-11-27_JM5_0094-cam1-for-ss3.mp4,63,S,tight-C_2,baby-O,1,A,S,N,X,tight-C_2,10,5,F,L-X,5-C-L,crvd-5,5,F,5-C-L,L-X,crvd-5
sign_295956,62,66,part:indef,5-C-L,5-C-L,4540.0,4544.0,25.0,crvd-5,crvd-5,2012-11-27_JM5_0094-cam1-for-ss3.mp4,63,5-C-L,L-X,alt-G_bent-L,crvd-5,crvd-sprd-B,5-C-L,L-X,flat-O,alt-G_bent-L,S,5,F,5-C-L,L-X,bent-B-L,5,F,5-C-L,bent-B-L,L-X
sign_297248,15,18,#WHEN,crvd-W,N,5252.0,5255.0,23.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,64,5,B-L,25,tight-C_2,1,Y,10,A,1,I,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_297248,25,29,FINISH,5,5,5262.0,5266.0,23.0,5,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4,64,5,tight-C_2,F,B-L,B,5,B-L,crvd-5,B,C,5,F,bent-B-L,5-C-L,Y,5,L-X,F,crvd-5,1
sign_297248,35,45,WORK,S,S,5272.0,5282.0,23.0,S,S,2012-11-27_JM6_0095-cam1-for-ss3.mp4,64,S,1,10,A,tight-C_2,B-L,5,tight-C_2,1,25,5,F,bent-B-L,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,Y
sign_297248,54,59,DEPART,crvd-5,S,5291.0,5296.0,23.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,64,5,1,X,B-L,flat-O,10,S,tight-C_2,D,1,bent-B-L,5,crvd-5,F,C,5,bent-B-L,F,crvd-5,C
sign_297248,70,78,HOME,flat-O,flat-O,5307.0,5315.0,23.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,64,X,1,flat-O,I,S,1,flat-O,X,tight-C_2,5,5,bent-B-L,crvd-5,F,C,5,bent-B-L,crvd-5,F,C
sign_343559,21,26,PRESIDENT,5,A,13283.0,13288.0,59.0,5,A,2013-06-27_CB_0107-cam1-for-ss3.mp4,65,5,crvd-5,25,B-L,5-C,S,10,A,X-over-thumb,L,5,L-X,crvd-5,1,25,5,L-X,crvd-5,1,5-C-L
sign_343559,35,42,GO,1,1,13297.0,13304.0,59.0,1,1,2013-06-27_CB_0107-cam1-for-ss3.mp4,65,1,D,bent-1,L,X,1,S,bent-1,V,D,5,L-X,crvd-5,1,5-C-L,5,L-X,crvd-5,25,F
sign_343559,49,62,ns-nat-CHINA,1,1,13311.0,13324.0,59.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,65,1,flat-O,S,A,bent-1,1,X,S,bent-1,B-L,5,bent-B-L,F,L-X,crvd-5,5,bent-B-L,crvd-5,F,L-X
sign_343559,71,81,#WHEN,W,N,13333.0,13343.0,59.0,,,2013-06-27_CB_0107-cam1-for-ss3.mp4,65,V,W,tight-C_2,D,F,1,X,S,N,T,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,crvd-5,L-X
sign_364352,11,15,#WHEN,crvd-W,N,2383.0,2387.0,10.0,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,5,25,W,B-L,B,A,I,L,S,10,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_364352,22,24,FATHER,5,5,2394.0,2396.0,10.0,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,5,25,F,B,B-L,5,25,F,B,B-L,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_364352,32,37,ARRIVE,B-L,B-L,2404.0,2409.0,10.0,B-L,B-L,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,B-L,5,crvd-5,25,C,B-L,crvd-B,S,tight-C_2,A,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_364352,41,44,HOME,flat-O,flat-O,2413.0,2416.0,10.0,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,S,10,flat-O,1,A,X,flat-O,1,S,tight-C_2,5,bent-B-L,F,5-C-L,crvd-5,bent-B-L,5,F,crvd-5,C
sign_364352,47,57,fs-LATE,L,E,2419.0,2429.0,10.0,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,tight-C_2,1,L,D,bent-1,S,N,T,A,I,bent-B-L,5,F,crvd-5,C,bent-B-L,5,crvd-5,C,F
sign_364352,70,78,TEND,25,25,2442.0,2450.0,10.0,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,B-L,flat-O,V,1,tight-C_2,bent-B-L,5,Y,crvd-5,B-L,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_364352,88,89,EAT,flat-O,flat-O,2460.0,2461.0,10.0,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,1,flat-O,X,tight-C_2,S,1,X,flat-O,S,tight-C_2,bent-B-L,5,crvd-5,F,C,bent-B-L,5,F,crvd-5,C
sign_364352,96,107,PIZZA_4,crvd-3,A,2468.0,2479.0,10.0,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4,66,B-L,F,5,tight-C_2,C,X,S,T,1,A,bent-B-L,5,crvd-5,F,C,bent-B-L,5,F,crvd-5,C
sign_297188,15,17,"3\um\""""",3,3,4220.0,4222.0,19.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,5,F,crvd-5,tight-C_2,B-L,5,tight-C_2,Y,flat-O,1,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_297188,38,40,KID,bent-horns,bent-horns,4243.0,4245.0,19.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,tight-C_2,flat-O,1,L,10,1,flat-O,tight-C_2,Y,L,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_297188,45,47,AREA,B-L,B-L,4250.0,4252.0,19.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,Y,5,B-L,bent-B-L,10,1,bent-B-L,Y,tight-C_2,bent-B,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_297188,62,67,VOMIT/HATE,5,B-L,4267.0,4272.0,19.0,5,B-L,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,5,F,open-8,25,crvd-5,B-L,5,bent-B,crvd-5,bent-B-L,5,L-X,Y,F,crvd-5,5,F,L-X,crvd-5,5-C-L
sign_297188,74,79,PRINCIPAL,K,K,4279.0,4284.0,19.0,psv,psv,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,1,tight-C_2,X,V,bent-1,tight-C_2,V,X,crvd-V,1,5,F,5-C-L,L-X,crvd-5,5,F,bent-B-L,L-X,crvd-5
sign_297188,83,85,WHY,25,25,4288.0,4290.0,19.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,25,3,5,L,B,25,L,3,bent-B-L,Y,5,bent-B-L,F,crvd-5,L-X,5,bent-B-L,F,crvd-5,L-X
sign_297188,95,100,PRINCIPAL,K,K,4300.0,4305.0,19.0,psv,psv,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,V,4,tight-C_2,5,fanned-flat-O,V,tight-C_2,5,crvd-V,crvd-5,5,F,bent-B-L,L-X,crvd-5,5,F,bent-B-L,crvd-5,L-X
sign_297188,105,109,ALWAYS,1,1,4310.0,4314.0,19.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,1,tight-C_2,V,flat-O,10,1,X,5,tight-C_2,I,5,bent-B-L,L-X,F,crvd-5,5,bent-B-L,F,L-X,crvd-5
sign_297188,114,129,BAWL-OUT,S,5,4319.0,4334.0,19.0,S,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,1,tight-C_2,A,S,bent-1,B-L,tight-C_2,10,A,C,5,F,bent-B-L,crvd-5,Y,5,bent-B-L,F,5-C-L,crvd-5
sign_297188,136,137,WHO,L-X,L-X,4341.0,4342.0,19.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,10,S,1,A,L,10,1,S,A,L,5,bent-B-L,F,crvd-5,C,5,bent-B-L,F,crvd-5,C
sign_297188,143,148,NOT-YET,bent-B-L,bent-B-L,4348.0,4353.0,19.0,bent-B-L,bent-B-L,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,bent-B,bent-B-L,tight-C_2,B-L,crvd-5,bent-B-L,crvd-5,Y,bent-B,L,5,F,bent-B-L,5-C-L,crvd-5,5,F,L-X,crvd-5,5-C-L
sign_297188,151,154,FINISH,5,5,4356.0,4359.0,19.0,5,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,5,B-L,crvd-5,5-C-L,25,5,25,crvd-5,B-L,B,5,L-X,F,crvd-5,5-C-L,5,L-X,crvd-5,Y,F
sign_297188,161,167,HOMEWORK,crvd-5,S,4366.0,4372.0,19.0,psv,psv,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,B-L,5,B,C,5-C,S,1,A,tight-C_2,X,5,F,crvd-5,L-X,Y,5,bent-B-L,F,L-X,crvd-5
sign_297188,174,177,part:indef,L-X,L-X,4379.0,4382.0,19.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,67,1,D,bent-1,A,I,crvd-B,B-L,A,5,L,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_358839,10,16,CURIOUS,F,F,3086.0,3092.0,11.0,,,5-Deaf-Grunts.mov,68,5,crvd-5,F,crvd-sprd-B,5-C,5,crvd-5,F,crvd-sprd-B,B-L,bent-B-L,5,F,C,crvd-B,bent-B-L,5,F,C,crvd-B
sign_358839,60,64,FIND/FIND-OUT,open-F,F,3136.0,3140.0,11.0,,,5-Deaf-Grunts.mov,68,crvd-5,Y,B-L,5,B-xd,F,Y,crvd-5,bent-B-L,5,5,F,bent-B-L,crvd-5,C,5,F,bent-B-L,crvd-5,L-X
sign_358839,71,74,TWO,V,V,3147.0,3150.0,11.0,,,5-Deaf-Grunts.mov,68,V,tight-C_2,1,crvd-V,R,V,tight-C_2,crvd-V,5,3,5,bent-B-L,F,C,crvd-5,5,bent-B-L,F,C,crvd-5
sign_358839,79,84,DEAF,1,1,3155.0,3160.0,11.0,,,5-Deaf-Grunts.mov,68,1,10,S,tight-C_2,bent-1,1,L,tight-C_2,bent-1,D,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_358839,120,125,HIGH,U,U,3196.0,3201.0,11.0,,,5-Deaf-Grunts.mov,68,1,tight-C_2,bent-1,S,X,R,tight-C_2,1,V,U-L,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_358839,138,144,PLACE,K,K,3214.0,3220.0,11.0,K,K,5-Deaf-Grunts.mov,68,1,tight-C_2,10,D,A,V,tight-C_2,F,B-L,1,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_358839,153,153,ONE,1,1,3229.0,3229.0,11.0,,,5-Deaf-Grunts.mov,68,1,tight-C_2,D,X,L,1,tight-C_2,D,X,L,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_358839,161,169,TEACH+AGENT,O,crvd-5,3237.0,3245.0,11.0,O,crvd-5,5-Deaf-Grunts.mov,68,flat-O,O,bent-B,S,M,5,F,crvd-5,8,B,5,F,crvd-5,Y,L-X,5,F,bent-B-L,crvd-5,5-C-L
sign_358839,184,195,MANAGE/CONTROL+AGENT,X,5,3260.0,3271.0,11.0,X,5,5-Deaf-Grunts.mov,68,S,X,1,X-over-thumb,bent-1,5,crvd-5,B,Y,B-L,5,F,bent-B-L,5-C-L,Y,bent-B-L,5,F,C,crvd-5
sign_358839,214,217,DELIBERATE,fanned-flat-O,fanned-flat-O,3290.0,3293.0,11.0,fanned-flat-O,fanned-flat-O,5-Deaf-Grunts.mov,68,flat-O,F,O,tight-C_2,bent-B-L,flat-O,F,O,M,crvd-B,5,F,bent-B-L,crvd-5,5-C-L,F,5,bent-B-L,crvd-5,Y
sign_358839,223,242,DISCUSS,1,1,3299.0,3318.0,11.0,crvd-5,crvd-5,5-Deaf-Grunts.mov,68,1,X,tight-C_2,D,T,1,bent-1,X,alt-G_bent-L,V,5,bent-B-L,F,5-C-L,crvd-5,bent-B-L,5,F,5-C-L,crvd-5
sign_358839,249,256,POLITICS,K,K,3325.0,3332.0,11.0,,,5-Deaf-Grunts.mov,68,1,tight-C_2,R,X,U-L,tight-C_2,R,V,1,U-L,bent-B-L,5,F,crvd-5,crvd-B,bent-B-L,5,F,crvd-5,5-C-L
sign_358839,262,290,DISCUSS,1,1,3338.0,3366.0,11.0,crvd-5,crvd-5,5-Deaf-Grunts.mov,68,1,tight-C_2,X,5,flat-O,1,X,bent-1,X-over-thumb,S,bent-B-L,5,F,5-C-L,crvd-5,bent-B-L,5,F,5-C-L,crvd-5
sign_358839,327,337,DEEP,bent-1,bent-1,3403.0,3413.0,11.0,bent-B,bent-B,5-Deaf-Grunts.mov,68,bent-1,10,1,S,full-M,1,S,10,X,A,5,F,bent-B-L,crvd-5,25,5,bent-B-L,F,crvd-5,5-C-L
sign_358839,358,369,DISCUSS,1,1,3434.0,3445.0,11.0,crvd-5,crvd-5,5-Deaf-Grunts.mov,68,A,1,5,Y,10,1,V,bent-1,crvd-V,X,5,bent-B-L,F,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_358839,373,382,DIALOG,1,1,3449.0,3458.0,11.0,1,1,5-Deaf-Grunts.mov,68,1,bent-1,S,V,fanned-flat-O,1,10,A,tight-C_2,S,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,5-C-L,crvd-5
sign_358839,387,388,REALLY,1,1,3463.0,3464.0,11.0,,,5-Deaf-Grunts.mov,68,1,S,tight-C_2,A,10,1,tight-C_2,bent-1,L,D,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_358839,398,405,DEEP,bent-1,bent-1,3474.0,3481.0,11.0,bent-B,bent-B,5-Deaf-Grunts.mov,68,10,S,bent-1,A,1,1,10,A,S,bent-1,5,bent-B-L,F,crvd-5,Y,5,F,bent-B-L,crvd-5,5-C-L
sign_358839,475,485,SIGN,1,1,3551.0,3561.0,11.0,1,1,5-Deaf-Grunts.mov,68,L,1,5,10,5-C-L,5,1,crvd-5,R,F,5,F,bent-B-L,5-C-L,crvd-5,5,bent-B-L,F,25,crvd-5
sign_358839,490,499,USE-SIGN-LANGUAGE,fanned-flat-O,fanned-flat-O,3566.0,3575.0,11.0,fanned-flat-O,fanned-flat-O,5-Deaf-Grunts.mov,68,flat-O,O,fanned-flat-O,5-C-L,tight-C,crvd-5,5-C,fanned-flat-O,flat-O,B-L,5,F,L-X,5-C-L,crvd-5,5,F,5-C-L,L-X,crvd-5
