id_csv1,val1_csv1,val2_csv1,xlsx_col3,xlsx_col9,xlsx_col11,xlsx_a,xlsx_b,xlsx_col16,xlsx_col10,xlsx_col12,xlsx_string
sign_297273,60,65,GUARANTEE,G,G,5751,5756,25,B-L,B-L,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297273,70,70,POSS-1p,5,5,5761,5761,25,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297273,72,74,MOTHER,5,5,5763,5765,25,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297273,79,81,THINK,1,1,5770,5772,25,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_297273,86,93,BURST,S,S,5777,5784,25,1,1,2012-11-27_JM6_0095-cam1-for-ss3.mp4
sign_337576,14,18,#IF,I,F,3590,3594,14,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,24,30,HORSE,U-L,bent-U-L,3600,3606,14,U-L,bent-U-L,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,36,51,PLAY,Y,Y,3612,3627,14,Y,Y,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,60,64,FARM,5,5,3636,3640,14,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,71,90,"SCL:V/2\running\""""",V,crvd-V,3647,3666,14,V,crvd-V,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,105,115,NIGHT,bent-B,bent-B,3681,3691,14,psv,psv,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,122,126,READY,R,R,3698,3702,14,R,R,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,135,138,BED,B-L,B-L,3711,3714,14,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,147,149,FUTURE,B-L,B-L,3723,3725,14,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337576,155,162,PASS-OUT,V,flat-O,3731,3738,14,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_340102,20,25,#IF,I,F,15872,15877,74,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340102,33,41,SWIM,crvd-B,crvd-B,15885,15893,74,crvd-B,crvd-B,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340102,53,66,WANT+NEG,crvd-5,5,15905,15918,74,crvd-5,5,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340102,80,83,FUTURE,B-L,B-L,15932,15935,74,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340102,87,96,DO-DO,G,baby-O,15939,15948,74,G,baby-O,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_341618,6,10,#IF,I,F,7107,7111,29,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341618,16,21,TOMORROW,10,10,7117,7122,29,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341618,27,30,NONE/NOTHING,O,O,7128,7131,29,O,O,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341618,37,44,TIME,X,X,7138,7145,29,psv,psv,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341618,56,61,CAN,S,S,7157,7162,29,S,S,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341618,63,76,"ICL:S\washing car\""""",S,S,7164,7177,29,S,S,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341618,79,88,CAR,S,S,7180,7189,29,S,S,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341618,92,111,MONDAY,M,M,7193,7212,29,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,7,9,#IF,I,F,15538,15540,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,20,28,REALLY+WORK/BUSINESS,bent-1,S,15551,15559,67,,S,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,36,40,LIKE,5,8,15567,15571,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,54,58,EAT,flat-O,flat-O,15585,15589,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,64,66,"ICL:x-over-thumb\eating\""""",X-over-thumb,X-over-thumb,15595,15597,67,crvd-B,crvd-B,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,73,74,FUTURE,5,5,15604,15605,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,97,101,FUTURE,B-L,B-L,15628,15632,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,106,109,part:indef,L,L,15637,15640,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,117,120,NOT,10,10,15648,15651,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,126,133,part:indef,crvd-sprd-B,crvd-sprd-B,15657,15664,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,139,141,SOMETHING/ONE,1,1,15670,15672,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,146,152,WRONG,Y,Y,15677,15683,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_342050,163,169,part:indef,crvd-sprd-B,crvd-sprd-B,15694,15700,67,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_345168,14,22,#IF,I,F,4848,4856,20,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,27,30,"5\hesitation\""""",5,5,4861,4864,20,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,55,62,STUDENT,flat-O,5,4889,4896,20,B-L,B-L,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,66,69,PROCEED,bent-B,bent-B,4900,4903,20,bent-B,bent-B,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,74,78,HEAR/LISTEN,C,C,4908,4912,20,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,84,89,TEACH+AGENT,flat-O,5,4918,4923,20,flat-O,5,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,97,104,LOOK,V,V,4931,4938,20,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,112,114,FUTURE,B-L,B-L,4946,4948,20,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,117,125,LEARN,5,flat-O,4951,4959,20,5,5,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345168,130,136,SOMETHING/ONE,1,1,4964,4970,20,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,19,23,#IF,I,F,7397,7401,30,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,29,37,ns-fs-BOB,B,B,7407,7415,30,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,56,66,TAKE-UP,5,S,7434,7444,30,5,S,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,72,78,BIG,L-X,L-X,7450,7456,30,L-X,L-X,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,82,89,DOG,D,full-M,7460,7467,30,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,95,97,MUST,X,X,7473,7475,30,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,100,106,ACCEPT,5,flat-O,7478,7484,30,5,flat-O,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,110,112,FUTURE,flat-B,flat-B,7488,7490,30,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,120,129,PAY/SPEND,flat-O,A,7498,7507,30,flat-O,A,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345321,139,148,WOW,crvd-5,crvd-5,7517,7526,30,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,8,13,#IF,I,F,11293,11298,44,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,19,20,POSS-1p,B-L,B-L,11304,11305,44,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,24,33,FRIEND,X,1,11309,11318,44,X,1,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,43,48,PAY/SPEND,flat-O,A,11328,11333,44,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,57,71,PLAID,4,5-C-tt,11342,11356,44,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,79,88,VOLUNTEER/SHIRT,F,F,11364,11373,44,F,F,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,93,95,MUST,X,X,11378,11380,44,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,100,103,MAKE,S,S,11385,11388,44,S,S,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,108,110,REALLY,1,1,11393,11395,44,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,117,124,OPPOSITE,1,1,11402,11409,44,bent-1,bent-1,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_345574,138,153,STRIPES,4,4,11423,11438,44,,,2012-11-27_JM8_0097-cam1-for-ss3.mp4
sign_357339,39,43,part:indef,L-X,L-X,14756,14760,57,L-X,L-X,8-Control-of-sound-places.mov
sign_357339,56,64,MEAN,V,V,14773,14781,57,crvd-5,crvd-5,8-Control-of-sound-places.mov
sign_357339,72,73,#IF,I,F,14789,14790,57,,,8-Control-of-sound-places.mov
sign_357339,76,77,PERSON,K,K,14793,14794,57,K,K,8-Control-of-sound-places.mov
sign_357339,81,90,"DCL:5\emit waste loudly\""""",bent-B-L,bent-B-L,14798,14807,57,5,5,8-Control-of-sound-places.mov
sign_357339,99,108,MEAN,V,V,14816,14825,57,crvd-5,crvd-5,8-Control-of-sound-places.mov
sign_357339,115,121,part:indef,crvd-sprd-B,crvd-sprd-B,14832,14838,57,,,8-Control-of-sound-places.mov
sign_357339,128,129,HAVE,bent-B-L,bent-B-L,14845,14846,57,,,8-Control-of-sound-places.mov
sign_357339,136,143,LONG-LIST,4,4,14853,14860,57,4,4,8-Control-of-sound-places.mov
sign_357339,153,158,CULTURE,C,C,14870,14875,57,1,1,8-Control-of-sound-places.mov
sign_357339,165,177,MEAN,V,V,14882,14894,57,crvd-5,crvd-5,8-Control-of-sound-places.mov
sign_357339,185,187,COOPERATE/UNITE,F,F,14902,14904,57,F,F,8-Control-of-sound-places.mov
sign_357339,191,195,WITH,A,A,14908,14912,57,A,A,8-Control-of-sound-places.mov
sign_357339,201,221,MANAGE/CONTROL,X,X,14918,14938,57,X,X,8-Control-of-sound-places.mov
sign_357339,225,240,fs-SOUND,S,D,14942,14957,57,,,8-Control-of-sound-places.mov
sign_357339,254,260,#SO,S,O,14971,14977,57,,,8-Control-of-sound-places.mov
sign_364270,25,30,#IF,I,F,1059,1064,5,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,39,39,POSS-1p,B-L,B-L,1073,1073,5,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,44,50,FRIEND,1,1,1078,1084,5,1,1,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,56,59,GROUP/TOGETHER,crvd-5,crvd-5,1090,1093,5,crvd-5,crvd-5,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,63,68,GO-OUT,crvd-sprd-B,flat-O,1097,1102,5,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,74,81,WANT+NEG,5,5,1108,1115,5,5,5,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,96,97,FUTURE,B-L,B-L,1130,1131,5,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,100,103,PROCEED,bent-B-L,bent-B-L,1134,1137,5,bent-B-L,bent-B-L,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,107,111,STAY,Y,Y,1141,1145,5,Y,Y,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,117,121,HOME,flat-O,flat-O,1151,1155,5,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,126,129,LOOK,V,V,1160,1163,5,V,V,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364270,134,145,#TV,T,V,1168,1179,5,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,11,14,#IF,I,F,4388,4391,17,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,18,24,LOOK,bent-v,bent-v,4395,4401,17,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,31,33,SEE,K,K,4408,4410,17,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,37,40,THAT,Y,Y,4414,4417,17,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,43,51,fs-BEACH,B,U,4420,4428,17,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,67,75,CROWDED,5,5,4444,4452,17,5,5,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,86,91,PEOPLE,K,K,4463,4468,17,K,K,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,103,110,FORGET-IT,B-L,B-L,4480,4487,17,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,115,120,WANT+NEG,5,5,4492,4497,17,5,5,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_364471,125,130,GO-OUT,5,baby-O,4502,4507,17,,,2012-11-27_JM3_0092-cam1-for-ss3.mp4
sign_18623,10,17,#IF,I,F,3596,3603,18,,,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18623,34,41,NONE/NOTHING,O,O,3620,3627,18,O,O,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18623,57,63,BOOK,B-L,B-L,3643,3649,18,B-L,B-L,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18623,70,77,READ,V,V,3656,3663,18,B-L,B-L,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18623,88,91,NONE/NOTHING,O,O,3674,3677,18,O,O,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18623,109,115,BORE,1,1,3695,3701,18,,,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_18623,132,134,part:indef,crvd-5,crvd-5,3718,3720,18,crvd-5,crvd-5,2013-06-27_CB_0111-cam1-for-ss3.mp4
sign_339888,7,16,#IF,I,F,11777,11786,59,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_339888,24,34,MOTHER,5,5,11794,11804,59,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_339888,40,53,"SCL:bent-U-L\person walking\""""",bent-U-L,bent-U-L,11810,11823,59,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_339888,62,70,SELL,flat-O,flat-O,11832,11840,59,flat-O,flat-O,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_339888,82,85,FUTURE,B-L,B-L,11852,11855,59,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_339888,91,98,BUY,flat-O,flat-O,11861,11868,59,B-L,B-L,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_339888,104,118,MILK,C,S,11874,11888,59,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340217,5,12,#IF,I,F,18057,18064,82,,,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340217,19,27,FRIEND,1,1,18071,18079,82,1,1,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340217,34,42,GROUP/TOGETHER,crvd-5,crvd-5,18086,18094,82,crvd-5,crvd-5,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340217,61,71,CAMP,horns,bent-horns,18113,18123,82,horns,bent-horns,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_340217,90,104,JOIN,U,U,18142,18156,82,C,O,2013-06-27_CB_0112-cam1-for-ss3.mp4
sign_341847,8,13,#IF,I,F,11736,11741,49,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341847,22,27,FIND/FIND-OUT,open-8,8,11750,11755,49,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341847,39,39,POSS-1p,bent-1,bent-1,11767,11767,49,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341847,45,51,KEY,X,X,11773,11779,49,B-L,B-L,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341847,62,65,"5\around here\""""",5,5,11790,11793,49,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341847,73,79,NOT-MIND,1,1,11801,11807,49,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_341847,85,92,GIVE,flat-O,flat-O,11813,11820,49,,,2013-06-27_CB_0108-cam1-for-ss3.mp4
sign_337410,9,18,#IF,I,F,499,508,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,21,26,ns-fs-BOB,B-L,B,511,516,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,31,50,GIVE,flat-O,flat-O,521,540,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,58,66,SWEETHEART,10,10,548,556,3,10,10,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,76,86,FLOWER,R,R,566,576,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,109,110,FUTURE,B-L,B-L,599,600,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,113,114,FEEL,25,25,603,604,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,119,125,INSPIRE,flat-O,5,609,615,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_337410,131,153,HAPPY,B-L,B-L,621,643,3,,,2013-06-27_CB_0115-cam1-for-ss3.mp4
sign_278800,9,11,POSS,B-L,B-L,2321,2323,12,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278800,18,22,SISTER,L,L,2330,2334,12,1,1,2012-01-27_0050-cam1-for-ss3.mp4
sign_278800,29,30,NOT,10,10,2341,2342,12,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278800,36,41,LIKE,open-8,8,2348,2353,12,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278800,45,47,PINEAPPLE,K,K,2357,2359,12,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278800,50,56,fs-CREAM,U-L,A,2362,2368,12,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278800,63,70,CHEESE,5,5,2375,2382,12,crvd-B,crvd-B,2012-01-27_0050-cam1-for-ss3.mp4
sign_278800,73,76,#NO,flat-O-2,flat-O-2,2385,2388,12,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_329662,10,18,NOTICE,X,X,2206,2214,16,5,5,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,23,24,OH-I-SEE,Y,Y,2219,2220,16,,,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,28,38,REALLY+WORK/BUSINESS,1,S,2224,2234,16,,S,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,66,71,TEND,25,25,2262,2267,16,,,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,76,78,SAY,1,1,2272,2274,16,,,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,82,89,#NO,3,flat-O-2,2278,2285,16,,,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,92,102,REALLY+WORK/BUSINESS,bent-1,S,2288,2298,16,,S,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,106,117,NONE/NOTHING,O,O,2302,2313,16,O,O,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,123,128,BREAK,S,S,2319,2324,16,S,S,2012-02-14_0066-cam1-for-ss3.mp4
sign_329662,134,145,,,,,,,,,
sign_377300,16,21,FINISH,5,5,3562,3567,12,5,5,2011-12-08_0044-cam1-for-ss3.mp4
sign_377300,26,30,HOMEWORK,5,S,3572,3576,12,S,S,2011-12-08_0044-cam1-for-ss3.mp4
sign_377300,39,42,FINISH,5,5,3585,3588,12,5,5,2011-12-08_0044-cam1-for-ss3.mp4
sign_377300,67,71,#NO,tight-C-2,flat-O-2,3613,3617,12,,,2011-12-08_0044-cam1-for-ss3.mp4
sign_377300,75,76,HAVE,bent-B-L,bent-B-L,3621,3622,12,,,2011-12-08_0044-cam1-for-ss3.mp4
sign_377300,79,84,NOT-YET,B-L,B-L,3625,3630,12,B-L,B-L,2011-12-08_0044-cam1-for-ss3.mp4
sign_377300,95,104,START,1,1,3641,3650,12,5,5,2011-12-08_0044-cam1-for-ss3.mp4
sign_377300,109,117,part:indef,crvd-sprd-B,crvd-sprd-B,3655,3663,12,crvd-sprd-B,crvd-sprd-B,2011-12-08_0044-cam1-for-ss3.mp4
sign_175344,9,20,ns-fs-JOHN,I_J,N,7500,7511,41,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_175344,31,32,NOT,10,10,7522,7523,41,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_175344,36,40,BREAK,S,S,7527,7531,41,S,S,2012-02-09_0058-cam1-for-ss3.mp4
sign_175344,43,48,WINDOW,bent-B-L,bent-B-L,7534,7539,41,bent-B,bent-B-xd,2012-02-09_0058-cam1-for-ss3.mp4
sign_175344,52,56,#NO,tight-C-2,flat-O-2,7543,7547,41,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_175344,70,83,ns-fs-SALLY,S,Y,7561,7574,41,,,2012-02-09_0058-cam1-for-ss3.mp4
sign_278760,9,19,ns-fs-MARY,bent-B,Y,1086,1096,6,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278760,31,35,NOT,10,10,1108,1112,6,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278760,40,50,VEGETABLE,V,V,1117,1127,6,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_278760,53,61,#NO,tight-C-2,flat-O-2,1130,1138,6,,,2012-01-27_0050-cam1-for-ss3.mp4
sign_280865,6,7,POSS,B-L,B-L,3009,3010,20,,,2012-02-09_0060-cam1-for-ss3.mp4
sign_280865,12,16,CAR,S,S,3015,3019,20,S,S,2012-02-09_0060-cam1-for-ss3.mp4
sign_280865,19,21,HAVE,bent-B-L,bent-B-L,3022,3024,20,bent-B-L,bent-B-L,2012-02-09_0060-cam1-for-ss3.mp4
sign_280865,25,28,FLAT-TIRE,5,flat-O,3028,3031,20,5,flat-O,2012-02-09_0060-cam1-for-ss3.mp4
sign_280865,31,39,#NO,U-L,flat-O-2,3034,3042,20,,,2012-02-09_0060-cam1-for-ss3.mp4
sign_280865,47,49,NOT,10,10,3050,3052,20,,,2012-02-09_0060-cam1-for-ss3.mp4
sign_280865,52,55,HAVE,bent-B-L,bent-B-L,3055,3058,20,bent-B-L,bent-B-L,2012-02-09_0060-cam1-for-ss3.mp4
sign_280865,64,76,NONE/NOTHING,O,O,3067,3079,20,O,O,2012-02-09_0060-cam1-for-ss3.mp4
sign_377453,19,29,UMBRELLA,S,S,5973,5983,20,S,S,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,43,50,SOMETHING/ONE,1,1,5997,6004,20,,,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,54,61,FIND/FIND-OUT,open-8,8,6008,6015,20,,,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,66,81,FINISH,5,5,6020,6035,20,5,5,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,101,112,#NO,tight-C-2,flat-O-2,6055,6066,20,,,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,118,120,"5\perplexed\""""",5,5,6072,6074,20,5,5,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,123,129,STILL,Y,Y,6077,6083,20,Y,Y,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,133,139,GONE,5,flat-O,6087,6093,20,5,5,2011-12-08_0044-cam1-for-ss3.mp4
sign_377453,144,158,"5\I don't know\""""",5,5,6098,6112,20,5,5,2011-12-08_0044-cam1-for-ss3.mp4
sign_290905,26,34,#NO,tight-C-2,flat-O-2,2791,2799,13,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290905,46,51,RECENT-PAST,X,X,2811,2816,13,,,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290905,54,58,FINISH,5,5,2819,2823,13,5,5,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_290905,63,78,HOMEWORK,5,S,2828,2843,13,psv,psv,2013-06-27_CB_0109-cam1-for-ss3.mp4
sign_352904,3,8,TEACH+AGENT,O,crvd-5,11496,11501,57,O,crvd-5,4-Deaf-Speech.mov
sign_352904,14,16,STAND,V,V,11507,11509,57,B-L,B-L,4-Deaf-Speech.mov
sign_352904,23,44,LOOK,V,V,11516,11537,57,,,4-Deaf-Speech.mov
sign_352904,56,57,LOOK,V,V,11549,11550,57,V,V,4-Deaf-Speech.mov
sign_352904,72,83,part:indef,crvd-5,crvd-5,11565,11576,57,crvd-5,crvd-5,4-Deaf-Speech.mov
sign_352904,90,94,#OK,O,K,11583,11587,57,,,4-Deaf-Speech.mov
sign_352904,105,110,UNDERSTAND,cocked-S,1,11598,11603,57,,,4-Deaf-Speech.mov
sign_352904,114,117,part:indef,crvd-5,crvd-5,11607,11610,57,crvd-5,crvd-5,4-Deaf-Speech.mov
sign_352904,125,129,FINE,5,5,11618,11622,57,,,4-Deaf-Speech.mov
sign_352904,133,138,#OK,O,K,11626,11631,57,,,4-Deaf-Speech.mov
sign_352904,143,147,GET,crvd-5,S,11636,11640,57,crvd-5,S,4-Deaf-Speech.mov
sign_352904,150,151,POSS,5,5,11643,11644,57,,,4-Deaf-Speech.mov
sign_352904,153,157,STORY,open-F,F,11646,11650,57,open-F,F,4-Deaf-Speech.mov
sign_352904,161,166,"5\set\""""",5,5,11654,11659,57,5,5,4-Deaf-Speech.mov
sign_352904,173,175,LOOK,V,V,11666,11668,57,,,4-Deaf-Speech.mov
sign_352904,199,201,part:indef,crvd-5,crvd-5,11692,11694,57,,,4-Deaf-Speech.mov
sign_241944,4,19,WORK,S,S,1369,1384,5,S,S,2-Voice-Identity.mov
sign_241944,24,51,,,,,,,,,
sign_241944,59,60,GOOD/THANK-YOU,crvd-B,crvd-B,1424,1425,5,,,2-Voice-Identity.mov
sign_241944,63,71,WORK,S,S,1428,1436,5,S,S,2-Voice-Identity.mov
sign_241944,76,80,#OR,O,R,1441,1445,5,,,2-Voice-Identity.mov
sign_241944,86,96,LOOK,V,V,1451,1461,5,V,V,2-Voice-Identity.mov
sign_241944,103,109,A-LEVEL-BELOW,bent-B-L,bent-B-L,1468,1474,5,bent-B-L,bent-B-L,2-Voice-Identity.mov
sign_241944,112,123,fs-CLASS,5-C,S,1477,1488,5,,,2-Voice-Identity.mov
sign_241944,131,146,VARY,bent-1,bent-1,1496,1511,5,bent-1,bent-1,2-Voice-Identity.mov
sign_241944,156,164,INFORM,flat-O,5,1521,1529,5,flat-O,5,2-Voice-Identity.mov
sign_241944,168,170,COME,1,X,1533,1535,5,,,2-Voice-Identity.mov
sign_241944,173,178,FROM,1,X,1538,1543,5,1,1,2-Voice-Identity.mov
sign_241944,185,191,TALK,4,4,1550,1556,5,,,2-Voice-Identity.mov
sign_241944,205,209,MINUTE,1,1,1570,1574,5,1,1,2-Voice-Identity.mov
sign_241944,223,240,TALK,4,4,1588,1605,5,,,2-Voice-Identity.mov
sign_241944,262,271,IDENTIFY,I,I,1627,1636,5,B-L,B-L,2-Voice-Identity.mov
sign_241944,273,276,A-LOT,crvd-5,crvd-5,1638,1641,5,crvd-5,crvd-5,2-Voice-Identity.mov
sign_241944,284,291,MELT/SOLVE,crvd-sprd-B,A,1649,1656,5,crvd-sprd-B,A,2-Voice-Identity.mov
sign_241944,297,299,PEOPLE,K,K,1662,1664,5,K,K,2-Voice-Identity.mov
